stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
320366,320366,North Boondall station - Peacock St,, -27.338297, 153.060376,1,https://translink.com.au/stop/320366/gtfs/,0,place_nobsta,
320367,320367,North Boondall station - Lyndhurst Rd,, -27.338922, 153.060307,1,https://translink.com.au/stop/320367/gtfs/,0,place_nobsta,
320371,320371,Shorncliffe station - Railway Pde,, -27.326958, 153.080590,1,https://translink.com.au/stop/320371/gtfs/,0,place_shnsta,
320373,320373,Grovely station - Blaker Rd,, -27.405021, 152.962619,1,https://translink.com.au/stop/320373/gtfs/,0,place_grosta,
320374,320374,Grovely station - Blaker Rd,, -27.404776, 152.962915,1,https://translink.com.au/stop/320374/gtfs/,0,place_grosta,
320427,320427,Strathpine station,, -27.311677, 152.990494,1,https://translink.com.au/stop/320427/gtfs/,0,place_strsta,
320473,320473,Albion station,, -27.429376, 153.040449,1,https://translink.com.au/stop/320473/gtfs/,0,place_albsta,
320480,320480,Auchenflower station - Auchenflower Tce,, -27.475666, 152.996565,1,https://translink.com.au/stop/320480/gtfs/,0,place_aucsta,
320502,320502,Oxford Park station - Blaker Rd,, -27.404469, 152.968431,1,https://translink.com.au/stop/320502/gtfs/,0,place_oxfsta,
320607,320607,Milton station - Railway Tce,, -27.469422, 153.005270,1,https://translink.com.au/stop/320607/gtfs/,0,place_milsta,
320907,320907,Helensvale stop A,, -27.926092, 153.338562,1,https://translink.com.au/stop/320907/gtfs/,0,place_helsta,A
320908,320908,Helensvale stop B,, -27.925889, 153.338593,1,https://translink.com.au/stop/320908/gtfs/,0,place_helsta,B
320910,320910,Helensvale stop C,, -27.925700, 153.338623,1,https://translink.com.au/stop/320910/gtfs/,0,place_helsta,C
320911,320911,Helensvale stop D,, -27.925415, 153.338543,1,https://translink.com.au/stop/320911/gtfs/,0,place_helsta,D
320912,320912,Helensvale stop E,, -27.925373, 153.338326,1,https://translink.com.au/stop/320912/gtfs/,0,place_helsta,E
320913,320913,Helensvale stop F,, -27.925332, 153.338113,1,https://translink.com.au/stop/320913/gtfs/,0,place_helsta,F
320914,320914,Helensvale station,, -27.925298, 153.337951,1,https://translink.com.au/stop/320914/gtfs/,0,place_helsta,
320915,320915,"Nerang station, stop A",, -27.994390, 153.350453,1,https://translink.com.au/stop/320915/gtfs/,0,place_nrgsta,A
320916,320916,"Nerang station, stop B",, -27.994601, 153.350302,1,https://translink.com.au/stop/320916/gtfs/,0,place_nrgsta,B
320917,320917,"Nerang station, stop C",, -27.994620, 153.350443,1,https://translink.com.au/stop/320917/gtfs/,0,place_nrgsta,C
320918,320918,"Nerang station, stop D",, -27.994790, 153.350281,1,https://translink.com.au/stop/320918/gtfs/,0,place_nrgsta,D
320919,320919,"Nerang station, stop E",, -27.994832, 153.350424,1,https://translink.com.au/stop/320919/gtfs/,0,place_nrgsta,E
320920,320920,"Nerang station, stop F",, -27.995003, 153.350277,1,https://translink.com.au/stop/320920/gtfs/,0,place_nrgsta,F
320922,320922,"Robina station, stop A",, -28.071098, 153.377333,1,https://translink.com.au/stop/320922/gtfs/,0,place_rbnsta,A
320923,320923,"Robina station, stop B",, -28.071074, 153.377579,1,https://translink.com.au/stop/320923/gtfs/,0,place_rbnsta,B
320924,320924,"Robina station, stop C",, -28.070980, 153.378209,1,https://translink.com.au/stop/320924/gtfs/,0,place_rbnsta,C
320925,320925,"Robina station, stop D",, -28.070942, 153.378468,1,https://translink.com.au/stop/320925/gtfs/,0,place_rbnsta,D
321248,321248,"Coomera station, stop B",, -27.852278, 153.316639,1,https://translink.com.au/stop/321248/gtfs/,0,place_cmrstn,
321353,321353,Mango Hill station,, -27.245273, 153.027854,1,https://translink.com.au/stop/321353/gtfs/,0,place_mahsta,
321519,321519,"Coomera station, stop A",, -27.852104, 153.316435,1,https://translink.com.au/stop/321519/gtfs/,0,place_cmrstn,
321520,321520,"Coomera station, stop C",, -27.852426, 153.316801,1,https://translink.com.au/stop/321520/gtfs/,0,place_cmrstn,
321521,321521,"Coomera station, stop D",, -27.852795, 153.317141,1,https://translink.com.au/stop/321521/gtfs/,0,place_cmrstn,
321580,321580,"Landsborough station, stop A",, -26.808728, 152.966636,1,https://translink.com.au/stop/321580/gtfs/,0,place_lansta,
321836,321836,"Pimpama station, stop A",, -27.816313, 153.296197,1,https://translink.com.au/stop/321836/gtfs/,0,place_pimsta,A
321837,321837,"Pimpama station, stop B",, -27.816150, 153.296094,1,https://translink.com.au/stop/321837/gtfs/,0,place_pimsta,B
322365,322365,Pimpama station,, -27.815938, 153.295954,1,https://translink.com.au/stop/322365/gtfs/,0,place_pimsta,
322523,322523,"Hope Island station, stop A",, -27.879794, 153.331082,1,https://translink.com.au/stop/322523/gtfs/,0,place_hopsta,A
322524,322524,"Hope Island station, stop B",, -27.879547, 153.331024,1,https://translink.com.au/stop/322524/gtfs/,0,place_hopsta,B
322525,322525,Hope Island station,, -27.879205, 153.330923,1,https://translink.com.au/stop/322525/gtfs/,0,place_hopsta,
3276,003276,Aberdeen Pde at Boondall station,, -27.346628, 153.067748,1,https://translink.com.au/stop/003276/gtfs/,0,place_bdlsta,
3365,003365,Carseldine station,, -27.347704, 153.028745,1,https://translink.com.au/stop/003365/gtfs/,0,place_cassta,
3825,003825,"Blackbutt St at Keperra station, stop 30",, -27.410512, 152.956231,1,https://translink.com.au/stop/003825/gtfs/,0,place_kepsta,
3826,003826,"Silvertop St at Keperra station, stop 30",, -27.410186, 152.956302,1,https://translink.com.au/stop/003826/gtfs/,0,place_kepsta,
469,000469,"Lutwyche Rd at Windsor Rail, stop 13",, -27.435617, 153.031572,1,https://translink.com.au/stop/000469/gtfs/,0,place_winsta,
470,000470,Lutwyche Rd at Windsor Rail,, -27.434761, 153.031530,1,https://translink.com.au/stop/000470/gtfs/,0,place_winsta,
492,000492,"Newmarket Rd at Wilston station, stop 18",, -27.436363, 153.018324,1,https://translink.com.au/stop/000492/gtfs/,0,place_wilsta,
494,000494,"Newmarket Rd at Wilston station, stop 18",, -27.436344, 153.019187,1,https://translink.com.au/stop/000494/gtfs/,0,place_wilsta,
5011,005011,Mitchelton Rail station,, -27.411489, 152.976389,1,https://translink.com.au/stop/005011/gtfs/,0,place_mitsta,
5140,005140,Wilston Rd at Newmarket station,, -27.432838, 153.009905,1,https://translink.com.au/stop/005140/gtfs/,0,place_newsta,
5142,005142,"Wilston Rd at Newmarket station, stop 16",, -27.433389, 153.010424,1,https://translink.com.au/stop/005142/gtfs/,0,place_newsta,
51694,051694,Fairfield Rd at Yeronga station,, -27.516518, 153.017687,1,https://translink.com.au/stop/051694/gtfs/,0,place_yersta,
51695,051695,Fairfield Rd at Yeronga station,, -27.517204, 153.016875,1,https://translink.com.au/stop/051695/gtfs/,0,place_yersta,
5325,005325,"Manburgh Tce at Darra station, stop B",, -27.565575, 152.952843,1,https://translink.com.au/stop/005325/gtfs/,0,place_darsta,
5355,005355,Browne St at Corinda station,, -27.538930, 152.980499,1,https://translink.com.au/stop/005355/gtfs/,0,place_corsta,
5371,005371,"Oxley station, stop A",, -27.552516, 152.973820,1,https://translink.com.au/stop/005371/gtfs/,0,place_oxlsta,A
5583,005583,Breton St at Banoon station,, -27.575911, 153.046595,1,https://translink.com.au/stop/005583/gtfs/,0,place_bansta,
5785,005785,Beenleigh Rd at Fruitgrove station,, -27.598834, 153.080224,1,https://translink.com.au/stop/005785/gtfs/,0,place_frusta,
5786,005786,Beenleigh Rd at Fruitgrove station,, -27.598695, 153.080630,1,https://translink.com.au/stop/005786/gtfs/,0,place_frusta,
600000,600000,"Bowen Hills station, platform 2",, -27.445390, 153.037634,1,https://translink.com.au/stop/600000/gtfs/,0,place_bowsta,2
600002,600002,"Bowen Hills station, platform 3",, -27.445482, 153.037641,1,https://translink.com.au/stop/600002/gtfs/,0,place_bowsta,3
600003,600003,"Exhibition station, platform 2",, -27.450377, 153.030774,1,https://translink.com.au/stop/600003/gtfs/,0,place_exhsta,2
600005,600005,"Bowen Hills station, platform 1",, -27.445402, 153.037717,1,https://translink.com.au/stop/600005/gtfs/,0,place_bowsta,1
600006,600006,"South Bank station, platform 1",, -27.481832, 153.022995,1,https://translink.com.au/stop/600006/gtfs/,0,place_sbasta,1
600007,600007,"Bowen Hills station, platform 4",, -27.445437, 153.037549,1,https://translink.com.au/stop/600007/gtfs/,0,place_bowsta,4
600010,600010,"Fortitude Valley station, platform 3",, -27.456047, 153.033705,1,https://translink.com.au/stop/600010/gtfs/,0,place_forsta,3
600011,600011,"Fortitude Valley station, platform 4",, -27.456021, 153.033580,1,https://translink.com.au/stop/600011/gtfs/,0,place_forsta,4
600012,600012,"South Brisbane station, platform 1",, -27.475067, 153.018521,1,https://translink.com.au/stop/600012/gtfs/,0,place_sousta,1
600013,600013,"Fortitude Valley station, platform 2",, -27.456111, 153.033637,1,https://translink.com.au/stop/600013/gtfs/,0,place_forsta,2
600014,600014,"Fortitude Valley station, platform 1",, -27.456135, 153.033762,1,https://translink.com.au/stop/600014/gtfs/,0,place_forsta,1
600016,600016,"Central station, platform 3",, -27.465737, 153.026028,1,https://translink.com.au/stop/600016/gtfs/,0,place_censta,3
600017,600017,"Central station, platform 2",, -27.465769, 153.025981,1,https://translink.com.au/stop/600017/gtfs/,0,place_censta,2
600018,600018,"Central station, platform 1",, -27.465841, 153.026069,1,https://translink.com.au/stop/600018/gtfs/,0,place_censta,1
600019,600019,"Central station, platform 5",, -27.465647, 153.025962,1,https://translink.com.au/stop/600019/gtfs/,0,place_censta,5
600020,600020,"Central station, platform 4",, -27.465687, 153.025902,1,https://translink.com.au/stop/600020/gtfs/,0,place_censta,4
600024,600024,"Central station, platform 6",, -27.465594, 153.025827,1,https://translink.com.au/stop/600024/gtfs/,0,place_censta,6
600028,600028,"Roma Street station, platform 7",, -27.465246, 153.019689,1,https://translink.com.au/stop/600028/gtfs/,0,place_romsta,7
600029,600029,"Roma Street station, platform 8",, -27.465280, 153.019804,1,https://translink.com.au/stop/600029/gtfs/,0,place_romsta,8
600030,600030,"Roma Street station, platform 6",, -27.465440, 153.019736,1,https://translink.com.au/stop/600030/gtfs/,0,place_romsta,6
600033,600033,"Roma Street station, platform 3",, -27.465887, 153.019537,1,https://translink.com.au/stop/600033/gtfs/,0,place_romsta,3
600034,600034,"Roma Street station, platform 5",, -27.465410, 153.019624,1,https://translink.com.au/stop/600034/gtfs/,0,place_romsta,5
600036,600036,"Roma Street station, platform 4",, -27.465583, 153.019616,1,https://translink.com.au/stop/600036/gtfs/,0,place_romsta,4
600038,600038,"Roma Street station, platform 9",, -27.465057, 153.019790,1,https://translink.com.au/stop/600038/gtfs/,0,place_romsta,9
600051,600051,"Dutton Park station, platform 1",, -27.500660, 153.028537,1,https://translink.com.au/stop/600051/gtfs/,0,place_dupsta,1
600052,600052,"Fairfield station, platform 1",, -27.509462, 153.028009,1,https://translink.com.au/stop/600052/gtfs/,0,place_faista,1
600053,600053,"Yeronga station, platform 1",, -27.517787, 153.016898,1,https://translink.com.au/stop/600053/gtfs/,0,place_yersta,1
600054,600054,"Yeerongpilly station, platform 2",, -27.525300, 153.014053,1,https://translink.com.au/stop/600054/gtfs/,0,place_yeesta,2
600085,600085,"Boggo Road station, platform 8",, -27.493617, 153.030866,1,https://translink.com.au/stop/600085/gtfs/,0,place_parsta,8
600087,600087,"Springfield station, platform 2",, -27.660648, 152.921424,1,https://translink.com.au/stop/600087/gtfs/,0,place_sprsta,2
600088,600088,"Springfield station, platform 1",, -27.660550, 152.921296,1,https://translink.com.au/stop/600088/gtfs/,0,place_sprsta,1
600089,600089,"Springfield Central station, platform 1",, -27.674192, 152.902811,1,https://translink.com.au/stop/600089/gtfs/,0,place_spcsta,1
600090,600090,"Springfield Central station, platform 2",, -27.674345, 152.902841,1,https://translink.com.au/stop/600090/gtfs/,0,place_spcsta,2
600117,600117,"Varsity Lakes station, platform 2",, -28.097249, 153.399314,1,https://translink.com.au/stop/600117/gtfs/,0,place_varsta,2
600118,600118,"Robina station, platform 1",, -28.071716, 153.378100,1,https://translink.com.au/stop/600118/gtfs/,0,place_rbnsta,1
600119,600119,"Helensvale station, platform 1",, -27.925500, 153.339068,1,https://translink.com.au/stop/600119/gtfs/,0,place_helsta,1
600120,600120,"Nerang station, platform 2",, -27.994311, 153.350029,1,https://translink.com.au/stop/600120/gtfs/,0,place_nrgsta,2
600185,600185,"Nerang station, platform 1",, -27.994317, 153.350122,1,https://translink.com.au/stop/600185/gtfs/,0,place_nrgsta,1
600186,600186,"South Brisbane station, platform 2",, -27.475122, 153.018455,1,https://translink.com.au/stop/600186/gtfs/,0,place_sousta,2
600188,600188,"South Bank station, platform 2",, -27.481845, 153.022914,1,https://translink.com.au/stop/600188/gtfs/,0,place_sbasta,2
600190,600190,"Boggo Road station, platform 7",, -27.493794, 153.030810,1,https://translink.com.au/stop/600190/gtfs/,0,place_parsta,7
600191,600191,"Boggo Road station, platform 6",, -27.493739, 153.030730,1,https://translink.com.au/stop/600191/gtfs/,0,place_parsta,6
600193,600193,"Dutton Park station, platform 2",, -27.500710, 153.028512,1,https://translink.com.au/stop/600193/gtfs/,0,place_dupsta,2
600194,600194,"Fairfield station, platform 2",, -27.509522, 153.027977,1,https://translink.com.au/stop/600194/gtfs/,0,place_faista,2
600195,600195,"Yeronga station, platform 2",, -27.517741, 153.016927,1,https://translink.com.au/stop/600195/gtfs/,0,place_yersta,2
600196,600196,"Yeerongpilly station, platform 3",, -27.525269, 153.013910,1,https://translink.com.au/stop/600196/gtfs/,0,place_yeesta,3
600199,600199,"Rocklea station, platform 1",, -27.544514, 153.013974,1,https://translink.com.au/stop/600199/gtfs/,0,place_rocsta,1
600201,600201,"Salisbury station, platform 1",, -27.553951, 153.022776,1,https://translink.com.au/stop/600201/gtfs/,0,place_slysta,1
600203,600203,"Coopers Plains station, platform 1",, -27.567159, 153.035859,1,https://translink.com.au/stop/600203/gtfs/,0,place_cppsta,1
600204,600204,"Coopers Plains station, platform 2",, -27.567254, 153.035803,1,https://translink.com.au/stop/600204/gtfs/,0,place_cppsta,2
600205,600205,"Coopers Plains station, platform 3",, -27.567139, 153.035766,1,https://translink.com.au/stop/600205/gtfs/,0,place_cppsta,3
600206,600206,"Banoon station, platform 1",, -27.576523, 153.046707,1,https://translink.com.au/stop/600206/gtfs/,0,place_bansta,1
600207,600207,"Banoon station, platform 2",, -27.576643, 153.046617,1,https://translink.com.au/stop/600207/gtfs/,0,place_bansta,2
