stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
2000110,2000110,"Central Grand Concourse, Light Rail Trackwork",-33.88222655,151.20634156,,200060,1,Level 1,
2000112,2000112,"Central Station, Forecourt, Coach Bay 5",-33.88285863,151.20471982,,200060,2,Level 1,
2000115,2000115,"Central Station, Forecourt, Coach Bay 7",-33.88249198,151.20516632,,200060,2,Level 1,
2000124,2000124,"Central Station, Forecourt, Coach Bay 9",-33.88214369,151.20560291,,200060,2,Level 1,
2000132,2000132,"Central Station, Forecourt, Coach Bay 8",-33.88226615,151.20544689,,200060,2,Level 1,
2000190,2000190,"Central Station, Eddy Av",-33.88266011,151.20762679,,200060,2,Level 0,
2000213,2000213,"Central Station, Forecourt, Coach Bay 1",-33.88292461,151.20542524,,200060,2,Level 0,
2000240,2000240,"Central Station, Forecourt, Coach Bay 3",-33.88326612,151.20492349,,200060,2,Level 0,
2000241,2000241,"Central Station, Forecourt, Coach Bay 10",-33.88218055,151.20584238,,200060,2,Level 0,
2000257,2000257,Central Grand Concourse Light Rail,-33.88242199,151.20668605,,200060,1,Level 1,
2000296,2000296,"Central Station, Forecourt, Coach Bay 2",-33.88307332,151.20529211,,200060,2,Level 0,
2000308,2000308,"Central Station, Forecourt, Coach Bay 4",-33.88325845,151.20462064,,200060,2,Level 0,
2000316,2000316,"Central Station, Forecourt, Coach Bay 6",-33.88267099,151.20493746,,200060,2,Level 1,
2000321,2000321,"Central Station, Platform 1",-33.88316452,151.20552345,,200060,1,Level 1,1
2000322,2000322,"Central Station, Platform 2",-33.88322379,151.20563440,,200060,1,Level 1,2
2000323,2000323,"Central Station, Platform 3",-33.88325756,151.20570087,,200060,1,Level 1,3
2000324,2000324,"Central Station, Platform 4",-33.88331683,151.20581181,,200060,1,Level 1,4
2000325,2000325,"Central Station, Platform 5",-33.88335959,151.20587873,,200060,1,Level 1,5
2000326,2000326,"Central Station, Platform 6",-33.88341813,151.20601124,,200060,1,Level 1,6
2000327,2000327,"Central Station, Platform 7",-33.88345227,151.20606693,,200060,1,Level 1,7
2000328,2000328,"Central Station, Platform 8",-33.88351154,151.20617788,,200060,1,Level 1,8
2000329,2000329,"Central Station, Platform 9",-33.88355430,151.20624480,,200060,1,Level 1,9
2000330,2000330,"Central Station, Platform 10",-33.88362257,151.20635618,,200060,1,Level 1,10
2000331,2000331,"Central Station, Platform 11",-33.88366496,151.20643388,,200060,1,Level 1,11
2000332,2000332,"Central Station, Platform 12",-33.88371561,151.20653360,,200060,1,Level 1,12
2000333,2000333,"Central Station, Platform 13",-33.88375800,151.20661130,,200060,1,Level 1,13
2000334,2000334,"Central Station, Platform 14",-33.88380792,151.20673259,,200060,1,Level 1,14
2000336,2000336,"Central Station, Platform 16",-33.88396650,151.20683761,,200060,1,Level 1,16
2000337,2000337,"Central Station, Platform 17",-33.88400064,151.20689330,,200060,1,Level 1,17
2000338,2000338,"Central Station, Platform 18",-33.88405165,151.20698224,,200060,1,Level 1,18
2000339,2000339,"Central Station, Platform 19",-33.88409404,151.20705994,,200060,1,Level 1,19
2000340,2000340,"Central Station, Platform 20",-33.88413680,151.20712686,,200060,1,Level 1,20
2000341,2000341,"Central Station, Platform 21",-33.88417883,151.20721535,,200060,1,Level 1,21
2000342,2000342,"Central Station, Platform 22",-33.88422159,151.20728227,,200060,1,Level 1,22
2000343,2000343,"Central Station, Platform 23",-33.88426398,151.20735997,,200060,1,Level 1,23
2000344,2000344,"Central Station, Platform 24",-33.88515454,151.20687442,,200060,1,Level -2,24
2000345,2000345,"Central Station, Platform 25",-33.88530745,151.20688194,,200060,1,Level -2,25
200039,200039,"Central Station, Eddy Av, Stand A",-33.88220649,151.20666465,,200060,0,Level 0,
2000447,2000447,Central Chalmers Street Light Rail,-33.88422630,151.20767140,,200060,1,Level 0,3
2000448,2000448,Central Chalmers Street Light Rail,-33.88419253,151.20760493,,200060,2,Level 0,1
2000466,2000466,"Central Station, Platform 26",-33.88411728,151.20638050,,200060,1,Level -3,
2000467,2000467,"Central Station, Platform 27",-33.88414242,151.20643575,,200060,1,Level -3,
200051,200051,"Central Station, Eddy Av, Stand B",-33.88229649,151.20745767,,200060,2,Level 0,
200053,200053,"Central Station, Eddy Av, Stand C",-33.88212693,151.20714686,,200060,2,Level 0,
200054,200054,"Central Station, Eddy Av, Stand D",-33.88204214,151.20699146,,200060,2,Level 0,
200060,,Central Station,-33.88402424,151.20620308,1,,0,,
200060_CNC1,,Grand Conc Country,-33.88260912,151.20621993,3,200060,,Level 1,
200060_CNC2,,Grand Conc Intercity,-33.88292275,151.20679709,3,200060,,Level 1,
200060_CNC3,,Concourse Eddy Av,-33.88305029,151.20701942,3,200060,,Level 1,
200060_CNCD,,Concourse Devonshire,-33.88519642,151.20670363,3,200060,,Level -1,
200060_CNCE,,Concourse ElizabSt,-33.88368219,151.20777428,3,200060,,Level 0,
200060_CNCM,,Metro Upper CONC,-33.88409265,151.20657374,3,200060,,Level -1,
200060_CWE,,Central Walk E,-33.88454982,151.20716878,3,200060,,Level -1,
200060_DP1,,Access To P8/9,-33.88296463,151.20662631,3,200060,,Level 1,
200060_DP10,,STR/LFT To P20/21,-33.88363597,151.20754515,3,200060,,Level 0,
200060_DP11,,STR/LFT To P22/23,-33.88370350,151.20767810,3,200060,,Level 0,
200060_DP12,,Ticket Gate E4,-33.88379963,151.20802852,3,200060,,Level -1,
200060_DP13,,L Concourse ElizabSt,-33.88375982,151.20787532,3,200060,,Level -1,
200060_DP14,,ESC To P24/25,-33.88400032,151.20769270,3,200060,,Level -1,
200060_DP15,,Ticket Gate ENT5,-33.88455439,151.20729864,3,200060,,Level -2,
200060_DP16,,Devonshire St T Sth,-33.88529905,151.20660065,3,200060,,Level -1,
200060_DP17,,STR To P22/23,-33.88501763,151.20666243,3,200060,,Level -1,
200060_DP18,,STR To P20/21,-33.88495947,151.20651914,3,200060,,Level -1,
200060_DP19,,STR To P18/19,-33.88486606,151.20635250,3,200060,,Level -1,
200060_DP2,,Access To P6/7,-33.88286185,151.20647002,3,200060,,Level 1,
200060_DP20,,STR To P16/17,-33.88478164,151.20618630,3,200060,,Level -1,
200060_DP21,,ESC To P24/25,-33.88508406,151.20682775,3,200060,,Level -1,
200060_DP22,,STR/LFT To CW,-33.88490873,151.20694876,3,200060,,Level 0,
200060_DP23,,Access To C Walk,-33.88482520,151.20702027,3,200060,,Level -1,
200060_DP24,,ESC/LFT To P22/23,-33.88440443,151.20720484,3,200060,,Level -1,
200060_DP25,,ESC/LFT To P20/21,-33.88432864,151.20704987,3,200060,,Level -1,
200060_DP26,,ESC/LFT To P18/19,-33.88425323,151.20688412,3,200060,,Level -1,
200060_DP27,,ESC/LFT To P16/17,-33.88417781,151.20671837,3,200060,,Level -1,
200060_DP28,,ESC To P22/23,-33.88465393,151.20702265,3,200060,,Level -1,
200060_DP29,,ESC To P20/21,-33.88455226,151.20683400,3,200060,,Level -1,
200060_DP3,,Access To P4/5,-33.88276881,151.20629260,3,200060,,Level 1,
200060_DP30,,ESC To P18/19,-33.88450272,151.20670193,3,200060,,Level -1,
200060_DP31,,ESC To P16/17,-33.88441794,151.20654652,3,200060,,Level -1,
200060_DP32,,LFT To EddyAv/Metro,-33.88351381,151.20690178,3,200060,,Level 1,
200060_DP33,,Central Walk North,-33.88361165,151.20693899,3,200060,,Level -1,
200060_DP34,,Central Walk West,-33.88388997,151.20670421,3,200060,,Level -1,
200060_DP35,,Central Walk SW,-33.88444773,151.20620230,3,200060,,Level -1,
200060_DP36,,ESC To 12/13 S,-33.88438130,151.20603699,3,200060,,Level -1,
200060_DP37,,STR To P10/11 S,-33.88431525,151.20586089,3,200060,,Level -1,
200060_DP38,,STR To P8/9 S,-33.88421321,151.20568303,3,200060,,Level -1,
200060_DP39,,STR To P6/7 S,-33.88412054,151.20549483,3,200060,,Level -1,
200060_DP4,,STR/ESC To EAv CNC,-33.88322769,151.20657443,3,200060,,Level 1,
200060_DP40,,STR To P4/5 S,-33.88402750,151.20531741,3,200060,,Level -1,
200060_DP41,,ESC To P26/27,-33.88418740,151.20643796,3,200060,,Level -1,
200060_DP42,,LFT/ESC To P26/27,-33.88384795,151.20661573,3,200060,,Level -1,
200060_DP43,,LFT/ESC To P12,-33.88410372,151.20625020,3,200060,,Level -1,
200060_DP44,,Chalmers St Mezz,-33.88479554,151.20762378,3,200060,,Level -1,
200060_DP45,,Access To P14,-33.88355731,151.20694713,3,200060,,Level 1,
200060_DP5,,Access To P10/11,-33.88340684,151.20660484,3,200060,,Level 1,
200060_DP6,,Access To P12/13,-33.88347437,151.20673779,3,200060,,Level 1,
200060_DP7,,Concourse Eddy Av,-33.88346405,151.20703976,3,200060,,Level 0,
200060_DP8,,STR/LFT To P16/17,-33.88350916,151.20730125,3,200060,,Level 0,
200060_DP9,,STR/LFT To P18/19,-33.88356843,151.20741219,3,200060,,Level 0,
200060_E4Str,,ENT4 NE Chalmrs/E,-33.88394096,151.20811109,2,200060,2,Level 0,
200060_ENT1,,ENT1 West Upper L,-33.88240910,151.20574559,2,200060,2,Level 1,
200060_ENT2,,ENT2 Pitt/Eddy,-33.88218563,151.20622072,2,200060,2,Level 0,
200060_ENT3,,ENT3 Eddy Av,-33.88313581,151.20715326,2,200060,2,Level 0,
200060_ENT4,,ENT4 NE Chalmrs/E,-33.88352042,151.20802559,2,200060,2,Level 0,
200060_ENT5,,ENT5 E Chalmers,-33.88473848,151.20744813,2,200060,2,Level 0,
200060_ENT6,,ENT3 Dev SE/Chlmr,-33.88549030,151.20680451,2,200060,2,Level 0,
200060_ENT7,,ENT7 Lee St/Dev W,-33.88399919,151.20430055,2,200060,2,Level -1,
200060_LVX1,,LVX Chalmers N,-33.88385802,151.20790176,3,200060,,Level 0,
200060_LVX2,,LVX Chalmers S,-33.88452224,151.20744830,3,200060,,Level 0,
200060_MZ,,TicketG Intercity,-33.88302353,151.20674804,3,200060,,Level 1,
2010107,2010107,Central Chalmers Street Light Rail,-33.88425180,151.20771587,,200060,2,Level 0,
201016,201016,"Central Station, Chalmers St, Stand G",-33.88625927,151.20671268,,200060,0,Level 0,
201039,201039,"Central Station, Foveaux St, Stand F",-33.88392919,151.20924481,,200060,2,Level 0,
201080,201080,"Central Station, Elizabeth St, Stand E",-33.88410522,151.20831362,,200060,2,Level 0,
207210,,Gordon Station,-33.75591148,151.15444755,1,,0,,
207210_DP1,,FTB Wade Ln,-33.75591228,151.15415635,3,207210,,Level 1,
207210_DP2,,STR To P2/3,-33.75583524,151.15430364,3,207210,,Level 1,
207210_DP3,,STR To P1,-33.75574920,151.15445050,3,207210,,Level 1,
207210_DP4,,FTB Werona Av,-33.75572003,151.15451381,3,207210,,Level 1,
207210_DP5,,LFT To P1,-33.75567905,151.15439317,3,207210,,Level 1,
207210_DP6,,LFT 2/3,-33.75575609,151.15424588,3,207210,,Level 1,
207210_DP7,,Acc To Carpark,-33.75718085,151.15474621,3,207210,,Level 0,
207210_ENT1,,STR Wade Ln,-33.75596017,151.15407236,2,207210,2,Level 0,
207210_ENT2,,CPK Wade Ln,-33.75570547,151.15387668,2,207210,2,Level 0,
207210_ENT3,,RMP Werona Sth,-33.75596855,151.15489257,2,207210,2,Level 0,
207210_ENT4,,ENT Werona To P1,-33.75575811,151.15472060,2,207210,1,Level 0,
207210_ENT5,,RMP Werona Nth,-33.75530015,151.15440723,2,207210,2,Level 0,
207210_ENT6,,ENT PAR,-33.75762764,151.15512377,,207210,,Level 0,
207210_PAR1,,PAR Henry St,-33.75757358,151.15539084,,207210,,Level 1,
207217,207217,"Gordon Station, Werona Av, Stand D",-33.75562536,151.15464947,,207210,0,Level 0,
207235,207235,"Gordon Station, Stand C",-33.75668828,151.15465768,,207210,0,Level 1,
207248,207248,"Gordon Station, Stand A",-33.75660631,151.15441641,,207210,1,Level 1,
207249,207249,"Gordon Station, Stand B",-33.75693116,151.15466942,,207210,1,Level 1,
207261,207261,"Gordon Station, Platform 1",-33.75566323,151.15432769,,207210,1,Level 0,1
207262,207262,"Gordon Station, Platform 2",-33.75571112,151.15424371,,207210,1,Level 0,2
207263,207263,"Gordon Station, Platform 3",-33.75573992,151.15419116,,207210,1,Level 0,3
207716,207716,"Hornsby Station Taxi Rank, Station St",-33.70326312,151.09795078,,207720,0,Level 0,
207720,,Hornsby Station,-33.70347479,151.09835973,1,,0,,
207720_DP1,,Acc To Concourse,-33.70352949,151.09834077,3,207720,,Level 0,
207720_DP2,,FTB To Florence St,-33.70355903,151.09853623,3,207720,,Level 0,
207720_DP3,,LFT To P1,-33.70345972,151.09854228,3,207720,,Level 0,
207720_DP4,,LFT To P2/3,-33.70342910,151.09837912,3,207720,,Level 0,
207720_DP5,,LFT To P4/5,-33.70339848,151.09821595,3,207720,,Level 0,
207720_DP6,,STR To P1,-33.70338703,151.09856038,3,207720,,Level 0,
207720_DP7,,STR To P2/3,-33.70332907,151.09840670,3,207720,,Level 0,
207720_DP8,,STR To P4/5,-33.70330780,151.09823320,3,207720,,Level 0,
207720_DP9,,FTB Florence St,-33.70380924,151.09914106,3,207720,,Level 1,
207720_ENT1,,ENT Station St,-33.70349381,151.09805878,2,207720,1,Level 0,
207720_ENT2,,STR Carpark,-33.70344822,151.09861720,2,207720,2,Level -1,
207720_ENT3,,ENT George St,-33.70359108,151.09865634,2,207720,1,Level 0,
207720_ENT4,,STR Florence St,-33.70387263,151.09940282,2,207720,2,Level 0,
207720_ENT5,,LFT Florence St,-33.70387222,151.09914406,2,207720,1,Level 0,
2077277,2077277,"Hornsby Station, George St",-33.70356701,151.09883846,,207720,0,Level 0,
2077278,2077278,George St Opp Hornsby Station,-33.70363039,151.09910021,,207720,0,Level 0,
2077301,2077301,"Hornsby Station, Platform 1",-33.70323338,151.09857464,,207720,1,Level -1,1
2077302,2077302,"Hornsby Station, Platform 2",-33.70320961,151.09847648,,207720,1,Level -1,2
2077303,2077303,"Hornsby Station, Platform 3",-33.70320312,151.09840071,,207720,1,Level -1,3
2077304,2077304,"Hornsby Station, Platform 4",-33.70317899,151.09831332,,207720,1,Level -1,4
2077305,2077305,"Hornsby Station, Platform 5",-33.70316422,151.09821559,,207720,1,Level -1,5
207756,207756,"Hornsby Station, Stand E",-33.70290476,151.09816012,,207720,1,Level 0,
207759,207759,"Hornsby Station, Stand D",-33.70307676,151.09813596,,207720,1,Level 0,
207760,207760,"Hornsby Station, Stand C",-33.70336643,151.09809584,,207720,1,Level 0,
207761,207761,"Hornsby Station, Stand B",-33.70372950,151.09801608,,207720,1,Level 0,
207762,207762,"Hornsby Station, Stand A",-33.70386623,151.09796868,,207720,1,Level 0,
208110,,Berowra Station,-33.62338518,151.15323454,1,,0,,
208110_DP1,,STR To P3,-33.62320490,151.15323664,3,208110,,Level 0,
208110_DP2,,LFT To P3,-33.62325743,151.15328225,3,208110,,Level 0,
208110_DP3,,STR/LFT To P1/2,-33.62337075,151.15339540,3,208110,,Level 0,
208110_ENT1,,Entrance1,-33.62316675,151.15329943,2,208110,1,Level 0,
208111,208111,"Berowra Station, Pacific Hwy",-33.62317403,151.15281512,,208110,0,Level 0,
208112,208112,Pacific Hwy Opp Berowra Station,-33.62253415,151.15335519,,208110,1,Level 0,
208164,208164,Pacific Hwy Opp Berowra Station,-33.62255395,151.15330229,,208110,0,Level 0,
208171,208171,"Berowra Station, Platform 1",-33.62357589,151.15318985,,208110,1,Level -1,1
208172,208172,"Berowra Station, Platform 2",-33.62352373,151.15313349,,208110,1,Level -1,2
208173,208173,"Berowra Station, Platform 3",-33.62346257,151.15307670,,208110,1,Level -1,3
211410,,Denistone Station,-33.79962625,151.08692825,1,,0,,
211410_DP1,,FTB To Platforms,-33.79956614,151.08683904,3,211410,,Level 0,
211410_DP2,,STR/LFT To P1/2,-33.79950102,151.08690070,3,211410,,Level 0,
211410_DP3,,STR/LFT To P3/4,-33.79963990,151.08678859,3,211410,,Level 0,
211410_ENT1,,Entrance1,-33.79951574,151.08672872,2,211410,2,Level 0,
2114163,2114163,Ryedale Rd Opp West Ryde Station,-33.80744424,151.09081931,,211420,2,Level 0,
2114164,2114164,Railway Rd Opp Meadowbank Station,-33.81614378,151.09068358,,211430,1,Level 0,
2114167,2114167,East Pde Opp Denistone Station,-33.79920951,151.08672493,,211410,0,Level 0,
2114168,2114168,"Denistone Station, Gordon Cres",-33.79920850,151.08702708,,211410,0,Level 0,
2114171,2114171,"Denistone Station, Platform 1",-33.79957519,151.08710929,,211410,1,Level -1,1
2114172,2114172,"Denistone Station, Platform 2",-33.79964895,151.08705884,,211410,1,Level -1,2
2114173,2114173,"Denistone Station, Platform 3",-33.79971371,151.08700796,,211410,1,Level -1,3
2114174,2114174,"Denistone Station, Platform 4",-33.79977847,151.08695708,,211410,1,Level -1,4
2114181,2114181,"Meadowbank Station, Platform 1",-33.81589144,151.09014260,,211430,1,Level 0,1
2114182,2114182,"Meadowbank Station, Platform 2",-33.81588531,151.09005595,,211430,1,Level 1,2
2114191,2114191,"West Ryde Station, Platform 1",-33.80718219,151.09029951,,211420,1,Level 0,1
2114192,2114192,"West Ryde Station, Platform 2",-33.80716670,151.09022322,,211420,1,Level 0,2
2114193,2114193,"West Ryde Station, Platform 3",-33.80713394,151.09012451,,211420,1,Level 0,3
211420,,West Ryde Station,-33.80719476,151.09019218,1,,0,,
211420_CCP,,CCP Ryedale Rd,-33.80694802,151.09083883,,211420,,Level 0,
211420_CNC,,Concourse,-33.80728723,151.09012103,3,211420,,Level 1,
211420_DP1,,STR/LFT P3,-33.80726346,151.09002275,3,211420,,Level 1,
211420_DP2,,STR/LFT P1/2,-33.80731171,151.09019775,3,211420,,Level 1,
211420_DP3,,CNC Unpaid Area,-33.80735128,151.09009170,3,211420,,Level 1,
211420_DP4,,STR/LFT Ryedale Rd,-33.80741430,151.09036455,3,211420,,Level 1,
211420_ENT1,,ENT West Pde,-33.80697272,151.09009524,2,211420,2,Level 0,
211420_ENT2,,STR/LFT Ryedale Rd,-33.80748703,151.09061627,2,211420,2,Level 0,
211420_KAR,,KAR West Pde,-33.80730145,151.08915027,,211420,,Level 0,
211420_SHD,,SHD West Pde,-33.80711196,151.08997235,,211420,,Level 0,
211420_TXI,,TXI West Pde,-33.80684453,151.08961421,,211420,,Level 0,
211421,211421,"West Ryde Station, Stand C",-33.80682265,151.09000174,,211420,2,Level 0,
211423,211423,West Pde Opp West Ryde Station,-33.80694380,151.08933831,,211420,1,Level 0,
211424,211424,"West Ryde Station, Stand A",-33.80709136,151.08950724,,211420,0,Level 0,
211425,211425,West Ryde Station,-33.80695540,151.08980299,,211420,2,Level 0,
211426,211426,"West Ryde Station, Stand B",-33.80699537,151.08995600,,211420,1,Level 0,
211427,211427,"West Ryde Station, Stand D",-33.80694063,151.08970514,,211420,2,Level 0,
211428,211428,"West Ryde Station, Ryedale Rd, Stand G",-33.80728518,151.09072538,,211420,1,Level 0,
211429,211429,"West Ryde Station, Ryedale Rd, Stand H",-33.80763567,151.09075288,,211420,2,Level 0,
211430,,Meadowbank Station,-33.81579356,151.09010555,1,,0,,
211430_DP1,,FTB Railway Rd,-33.81568202,151.09020818,3,211430,,Level 2,
211430_DP2,,STR To P2,-33.81567840,151.09004608,3,211430,,Level 2,
211430_DP3,,FTB Bank St,-33.81566434,151.08992667,3,211430,,Level 2,
211430_DP4,,FTB LFT To P2,-33.81562836,151.08992495,3,211430,,Level 1,
211430_ENT1,,STR Railway Rd,-33.81579069,151.09019177,2,211430,1,Level 0,
211430_ENT2,,LFT Railway Rd,-33.81565396,151.09023922,2,211430,1,Level 0,
211430_ENT3,,RMP/LFT Bank St,-33.81562044,151.08989219,2,211430,1,Level 0,
211431,211431,"Meadowbank Station, Constitution Rd",-33.81585595,151.09093972,,211430,0,Level 0,
211438,211438,"Meadowbank Station, Railway Rd",-33.81614051,151.09051070,,211430,1,Level 0,
211440,211440,"West Ryde Station, Victoria Rd, Stand F",-33.80771042,151.08823069,,211420,1,Level 0,
211473,211473,"West Ryde Station, Victoria Rd, Stand E",-33.80756362,151.08831005,,211420,1,Level 0,
212110,,Epping Station,-33.77283671,151.08208231,1,,0,,
212110_CNC,,Concourse,-33.77278345,151.08205820,3,212110,,Level 1,
212110_DP1,,FTB Beecroft Rd W,-33.77279051,151.08157302,3,212110,,Level 1,
212110_DP2,,FTB Beecroft Rd E,-33.77271969,151.08180702,3,212110,,Level 1,
212110_DP3,,Acc To Conc,-33.77265893,151.08200913,3,212110,,Level 1,
212110_DP4,,STR/LFT To P1/2,-33.77276260,151.08214353,3,212110,,Level 1,
212110_DP5,,STR/LFT To P3,-33.77281258,151.08199485,3,212110,,Level 1,
212110_DP6,,STR To P3,-33.77296373,151.08205598,3,212110,,Level 1,
212110_DP7,,ESC To P1/2,-33.77331359,151.08237471,3,212110,,Level -1,
212110_DP8,,ESC To P3,-33.77340677,151.08228203,3,212110,,Level -1,
212110_DP9,,ESC To P5/6,-33.77336036,151.08232298,3,212110,,Level -1,
212110_ENT1,,STR Beecroft Rd W,-33.77292367,151.08163329,2,212110,2,Level 0,
212110_ENT2,,LFT Beecroft Rd W,-33.77275489,151.08156053,2,212110,1,Level 0,
212110_ENT3,,STR Beecroft Rd E,-33.77283486,151.08186644,2,212110,2,Level 0,
212110_ENT4,,LFT Beecroft Rd E,-33.77267542,151.08178334,2,212110,1,Level 0,
212110_ENT5,,ENT Langston Pl,-33.77255897,151.08230649,2,212110,1,Level 0,
212111,212111,"Epping Station, Beecroft Rd, Stand C",-33.77305691,151.08196330,,212110,0,Level 0,
212112,212112,"Epping Station, Beecroft Rd, Stand H",-33.77324326,151.08177794,,212110,0,Level 0,
212113,212113,"Epping Station, Beecroft Rd, Stand G",-33.77308347,151.08170561,,212110,1,Level 0,
212114,212114,"Epping Station, Beecroft Rd, Stand F",-33.77244465,151.08140554,,212110,1,Level 0,
212116,212116,Beecroft Rd Before Carlingford Rd,-33.77160578,151.08116070,,212110,1,Level 0,
2121221,2121221,"Epping Station, Platform 1",-33.77301778,151.08232828,,212110,1,Level 0,1
2121222,2121222,"Epping Station, Platform 2",-33.77305841,151.08218995,,212110,1,Level 0,2
2121223,2121223,"Epping Station, Platform 3",-33.77258296,151.08185447,,212110,1,Level 0,3
2121225,2121225,"Epping Station, Platform 5",-33.77287527,151.08227835,,212110,1,Level -2,5
2121226,2121226,"Epping Station, Platform 6",-33.77295652,151.08200169,,212110,1,Level -2,6
2121227,2121227,"Epping Station, Langston Pl",-33.77309304,151.08250449,,212110,1,Level 0,
2121228,2121228,"Epping Station, Langston Pl, Stand J",-33.77320035,151.08280090,,212110,2,Level 0,
212140,212140,"Epping Station, Beecroft Rd, Stand E",-33.77228486,151.08133321,,212110,1,Level 0,
212154,212154,"Epping Station, Beecroft Rd, Stand D",-33.77205203,151.08128978,,212110,1,Level 0,
212183,212183,"Epping Station, Cambridge St, Stand A",-33.77222718,151.08225835,,212110,1,Level 0,
212189,212189,"Epping Station, Cambridge St, Stand B",-33.77205297,151.08207745,,212110,0,Level 0,
212210,,Eastwood Station,-33.79030086,151.08229721,1,,0,,
212210_DP1,,STR/LFT To P3/4,-33.79008995,151.08213610,3,212210,,Level 0,
212210_DP2,,STR/LFT To P1/2,-33.79009180,151.08235202,3,212210,,Level 0,
212210_DP3,,PDT Railway Pde,-33.79014078,151.08250543,3,212210,,Level 0,
212210_ENT1,,ENT West Pde,-33.79009602,151.08195293,2,212210,2,Level 0,
212210_ENT2,,LFT Railway Pde,-33.79013900,151.08255930,2,212210,2,Level 1,
212210_ENT3,,RMP Railway Pde,-33.79041502,151.08265876,2,212210,2,Level 1,
212210_KAR1,,KAR West Pde,-33.78959865,151.08173504,,212210,,Level 0,
212210_KAR2,,KAR Railway Pde,-33.78993536,151.08272229,,212210,,Level 1,
212210_TXI1,,TXI West Pde,-33.78995279,151.08192454,,212210,,Level 0,
212210_TXI2,,TXI Railway Pde,-33.79000769,151.08271493,,212210,,Level 1,
212211,212211,"Eastwood Station, Railway Pde, Stand C",-33.79042295,151.08269151,,212210,0,Level 1,
212212,212212,"Eastwood Station, Railway Pde, Stand D",-33.79058888,151.08285048,,212210,2,Level 1,
212213,212213,"Eastwood Station, Ethel St, Stand E",-33.79021646,151.08294069,,212210,0,Level 1,
212214,212214,"Eastwood Station, West Pde, Stand A",-33.79051413,151.08184330,,212210,2,Level 0,
212215,212215,"Eastwood Station, West Pde, Stand B",-33.78975623,151.08160224,,212210,2,Level 0,
2122231,2122231,"Eastwood Station, Platform 1",-33.79014435,151.08239768,,212210,1,Level 1,1
2122232,2122232,"Eastwood Station, Platform 2",-33.79014721,151.08231148,,212210,1,Level 1,2
2122233,2122233,"Eastwood Station, Platform 3",-33.79014250,151.08218176,,212210,1,Level 1,3
2122234,2122234,"Eastwood Station, Platform 4",-33.79014571,151.08208479,,212210,1,Level 1,4
212710,,Olympic Park Station,-33.84659492,151.06932974,1,,0,,
212710_DP1,,ESC To P2/3,-33.84676354,151.06886260,3,212710,,Level 0,
212710_DP2,,STR To P2/3,-33.84664490,151.06918093,3,212710,,Level 0,
212710_DP3,,LFT To P2/3,-33.84655502,151.06944663,3,212710,,Level 0,
212710_DP4,,LFT To P2/3,-33.84640617,151.06986072,3,212710,,Level 0,
212710_DP5,,ESC To P2/3,-33.84628787,151.07016826,3,212710,,Level 0,
212710_DP6,,STR To P2/3,-33.84617928,151.07045467,3,212710,,Level 0,
212710_DP7,,Acc To ENT1,-33.84698178,151.06825743,3,212710,,Level 0,
212710_ENT1,,ENT Stadium,-33.84697100,151.06831091,2,212710,1,Level 0,
212710_ENT2,,ENT Park St,-33.84610018,151.07066689,2,212710,1,Level 0,
212710_ENT3,,STR Murray Rose,-33.84659511,151.06877901,2,212710,2,Level 0,
212710_ENT4,,LFT Murray Rose,-33.84638694,151.06935226,2,212710,1,Level 0,
212710_ENT5,,STR Dawn Fraser,-33.84694026,151.06896818,2,212710,2,Level 0,
212710_ENT6,,LFT Dawn Fraser,-33.84673209,151.06954143,2,212710,1,Level 0,
2127101,2127101,"Olympic Park Station, Platform 1",-33.84654843,151.06910076,,212710,1,Level -1,1
2127102,2127102,"Olympic Park Station, Platform 2",-33.84658370,151.06912403,,212710,1,Level -1,2
2127103,2127103,"Olympic Park Station, Platform 3",-33.84669923,151.06917271,,212710,1,Level -1,3
2127104,2127104,"Olympic Park Station, Platform 4",-33.84676078,151.06921883,,212710,1,Level -1,4
212712,212712,"Olympic Park Station, Park St",-33.84601022,151.07066262,,212710,0,Level 0,
212790,212790,Park St Opp Olympic Park Station,-33.84614596,151.07091743,,212710,1,Level 0,
212791,212791,Dawn Fraser Av Opp Olympic Park Station,-33.84731616,151.06850008,,212710,1,Level 0,
212792,212792,"Olympic Park Station, Dawn Fraser Av",-33.84719342,151.06839706,,212710,1,Level 0,
213510,,Strathfield Station,-33.87167201,151.09428565,1,,0,,
213510_CNC1,,CNC Everton Rd,-33.87143202,151.09445780,3,213510,,Level -1,
213510_CNC2,,CNC Interchange,-33.87195158,151.09400737,3,213510,,Level -1,
213510_DP1,,PDT Everton Rd,-33.87140431,151.09447808,3,213510,,Level -1,
213510_DP2,,RMP/LFT To P1/2,-33.87147843,151.09441681,3,213510,,Level -1,
213510_DP3,,RMP/LFT To P3/4,-33.87160832,151.09430420,3,213510,,Level -1,
213510_DP4,,RMP/LFT To P5/6,-33.87174721,151.09419203,3,213510,,Level -1,
213510_DP5,,RMP/LFT To P7/8,-33.87187746,151.09406863,3,213510,,Level -1,
213510_DP6,,PDT Interchange,-33.87198900,151.09396595,3,213510,,Level -1,
213510_ENT1,,STR Everton Rd,-33.87136976,151.09443322,2,213510,2,Level 0,
213510_ENT2,,LFT Everton Rd,-33.87143022,151.09451172,2,213510,1,Level 0,
